cluster,subcluster,cell
8,0,SA922-A90554B-R27-C40
8,0,SA922-A90554B-R27-C41
9,0,SA922-A90554B-R27-C43
8,0,SA922-A90554B-R27-C44
8,0,SA922-A90554B-R27-C48
9,0,SA922-A90554B-R27-C51
8,0,SA922-A90554B-R27-C57
8,0,SA922-A90554B-R27-C58
8,0,SA922-A90554B-R27-C59
9,0,SA922-A90554B-R27-C60
9,0,SA922-A90554B-R27-C61
8,0,SA922-A90554B-R27-C62
9,0,SA922-A90554B-R27-C64
9,0,SA922-A90554B-R27-C65
8,0,SA922-A90554B-R27-C66
9,0,SA922-A90554B-R27-C68
8,0,SA922-A90554B-R27-C69
8,0,SA922-A90554B-R27-C70
8,0,SA922-A90554B-R28-C07
8,0,SA922-A90554B-R28-C09
9,0,SA922-A90554B-R28-C10
9,0,SA922-A90554B-R28-C11
8,0,SA922-A90554B-R28-C12
9,0,SA922-A90554B-R28-C14
9,0,SA922-A90554B-R28-C17
8,0,SA922-A90554B-R28-C18
8,0,SA922-A90554B-R28-C19
9,0,SA922-A90554B-R28-C20
8,0,SA922-A90554B-R28-C21
8,0,SA922-A90554B-R28-C22
8,0,SA922-A90554B-R28-C24
8,0,SA922-A90554B-R28-C25
9,0,SA922-A90554B-R28-C27
9,0,SA922-A90554B-R28-C29
9,0,SA922-A90554B-R28-C32
9,0,SA922-A90554B-R28-C35
8,0,SA922-A90554B-R28-C38
9,0,SA922-A90554B-R28-C40
8,0,SA922-A90554B-R28-C41
9,0,SA922-A90554B-R28-C42
8,0,SA922-A90554B-R28-C44
9,0,SA922-A90554B-R28-C45
9,0,SA922-A90554B-R28-C48
8,0,SA922-A90554B-R28-C49
9,0,SA922-A90554B-R28-C50
8,0,SA922-A90554B-R28-C56
9,0,SA922-A90554B-R28-C57
9,0,SA922-A90554B-R28-C58
9,0,SA922-A90554B-R28-C59
8,0,SA922-A90554B-R28-C60
9,0,SA922-A90554B-R28-C65
9,0,SA922-A90554B-R28-C66
9,0,SA922-A90554B-R28-C67
8,0,SA922-A90554B-R28-C69
9,0,SA922-A90554B-R28-C70
9,0,SA922-A90554B-R29-C10
8,0,SA922-A90554B-R29-C16
9,0,SA922-A90554B-R29-C17
9,0,SA922-A90554B-R29-C18
9,0,SA922-A90554B-R29-C19
9,0,SA922-A90554B-R29-C21
9,0,SA922-A90554B-R29-C22
8,0,SA922-A90554B-R29-C25
8,0,SA922-A90554B-R29-C26
9,0,SA922-A90554B-R29-C28
9,0,SA922-A90554B-R29-C33
9,0,SA922-A90554B-R29-C34
9,0,SA922-A90554B-R29-C35
9,0,SA922-A90554B-R29-C36
9,0,SA922-A90554B-R29-C37
9,0,SA922-A90554B-R29-C40
8,0,SA922-A90554B-R29-C41
9,0,SA922-A90554B-R29-C42
8,0,SA922-A90554B-R29-C43
8,0,SA922-A90554B-R29-C44
9,0,SA922-A90554B-R29-C45
8,0,SA922-A90554B-R29-C48
9,0,SA922-A90554B-R29-C49
8,0,SA922-A90554B-R29-C51
8,0,SA922-A90554B-R29-C56
8,0,SA922-A90554B-R29-C58
8,0,SA922-A90554B-R29-C61
8,0,SA922-A90554B-R29-C64
9,0,SA922-A90554B-R29-C67
8,0,SA922-A90554B-R29-C68
9,0,SA922-A90554B-R29-C69
8,0,SA922-A90554B-R30-C07
9,0,SA922-A90554B-R30-C08
8,0,SA922-A90554B-R30-C09
8,0,SA922-A90554B-R30-C11
8,0,SA922-A90554B-R30-C12
9,0,SA922-A90554B-R30-C13
9,0,SA922-A90554B-R30-C14
8,0,SA922-A90554B-R30-C16
9,0,SA922-A90554B-R30-C17
9,0,SA922-A90554B-R30-C18
9,0,SA922-A90554B-R30-C20
8,0,SA922-A90554B-R30-C22
8,0,SA922-A90554B-R30-C24
8,0,SA922-A90554B-R30-C25
9,0,SA922-A90554B-R30-C27
8,0,SA922-A90554B-R30-C28
8,0,SA922-A90554B-R30-C29
8,0,SA922-A90554B-R30-C30
8,0,SA922-A90554B-R30-C32
9,0,SA922-A90554B-R30-C34
9,0,SA922-A90554B-R30-C37
9,0,SA922-A90554B-R30-C40
9,0,SA922-A90554B-R30-C41
8,0,SA922-A90554B-R30-C42
8,0,SA922-A90554B-R30-C43
9,0,SA922-A90554B-R30-C44
8,0,SA922-A90554B-R30-C45
9,0,SA922-A90554B-R30-C49
9,0,SA922-A90554B-R30-C50
8,0,SA922-A90554B-R30-C51
8,0,SA922-A90554B-R30-C52
9,0,SA922-A90554B-R30-C57
8,0,SA922-A90554B-R30-C60
9,0,SA922-A90554B-R30-C62
8,0,SA922-A90554B-R30-C64
9,0,SA922-A90554B-R30-C65
8,0,SA922-A90554B-R30-C66
8,0,SA922-A90554B-R30-C70
9,0,SA922-A90554B-R31-C07
9,0,SA922-A90554B-R31-C09
9,0,SA922-A90554B-R31-C10
9,0,SA922-A90554B-R31-C11
9,0,SA922-A90554B-R31-C14
9,0,SA922-A90554B-R31-C18
8,0,SA922-A90554B-R31-C19
8,0,SA922-A90554B-R31-C20
9,0,SA922-A90554B-R31-C25
9,0,SA922-A90554B-R31-C26
8,0,SA922-A90554B-R31-C27
9,0,SA922-A90554B-R31-C28
8,0,SA922-A90554B-R31-C29
8,0,SA922-A90554B-R31-C30
9,0,SA922-A90554B-R31-C34
9,0,SA922-A90554B-R31-C35
8,0,SA922-A90554B-R31-C36
8,0,SA922-A90554B-R31-C37
9,0,SA922-A90554B-R31-C38
9,0,SA922-A90554B-R31-C40
9,0,SA922-A90554B-R31-C41
9,0,SA922-A90554B-R31-C42
9,0,SA922-A90554B-R31-C43
8,0,SA922-A90554B-R31-C44
8,0,SA922-A90554B-R31-C45
8,0,SA922-A90554B-R31-C48
9,0,SA922-A90554B-R31-C49
9,0,SA922-A90554B-R31-C51
8,0,SA922-A90554B-R31-C52
8,0,SA922-A90554B-R31-C56
9,0,SA922-A90554B-R31-C59
9,0,SA922-A90554B-R31-C60
9,0,SA922-A90554B-R31-C62
9,0,SA922-A90554B-R31-C65
9,0,SA922-A90554B-R31-C66
8,0,SA922-A90554B-R31-C70
8,0,SA922-A90554B-R32-C10
8,0,SA922-A90554B-R32-C11
8,0,SA922-A90554B-R32-C12
9,0,SA922-A90554B-R32-C13
8,0,SA922-A90554B-R32-C16
9,0,SA922-A90554B-R32-C19
9,0,SA922-A90554B-R32-C21
9,0,SA922-A90554B-R32-C25
8,0,SA922-A90554B-R32-C29
8,0,SA922-A90554B-R32-C34
8,0,SA922-A90554B-R32-C35
8,0,SA922-A90554B-R32-C37
9,0,SA922-A90554B-R32-C38
8,0,SA922-A90554B-R32-C41
9,0,SA922-A90554B-R33-C19
8,0,SA922-A90554B-R33-C26
8,0,SA922-A90554B-R33-C27
9,0,SA922-A90554B-R33-C28
9,0,SA922-A90554B-R33-C29
8,0,SA922-A90554B-R33-C30
9,0,SA922-A90554B-R33-C33
9,0,SA922-A90554B-R33-C34
8,0,SA922-A90554B-R33-C35
8,0,SA922-A90554B-R33-C37
8,0,SA922-A90554B-R33-C38
9,0,SA922-A90554B-R33-C41
9,0,SA922-A90554B-R33-C42
8,0,SA922-A90554B-R33-C44
8,0,SA922-A90554B-R33-C45
8,0,SA922-A90554B-R33-C48
8,0,SA922-A90554B-R33-C51
9,0,SA922-A90554B-R33-C52
8,0,SA922-A90554B-R33-C53
8,0,SA922-A90554B-R33-C56
8,0,SA922-A90554B-R33-C57
9,0,SA922-A90554B-R33-C58
9,0,SA922-A90554B-R33-C59
9,0,SA922-A90554B-R33-C60
8,0,SA922-A90554B-R33-C64
9,0,SA922-A90554B-R33-C66
8,0,SA922-A90554B-R33-C67
8,0,SA922-A90554B-R33-C68
8,0,SA922-A90554B-R33-C69
9,0,SA922-A90554B-R33-C70
9,0,SA922-A90554B-R34-C08
9,0,SA922-A90554B-R34-C09
9,0,SA922-A90554B-R34-C10
9,0,SA922-A90554B-R34-C12
9,0,SA922-A90554B-R34-C13
9,0,SA922-A90554B-R34-C14
8,0,SA922-A90554B-R34-C16
9,0,SA922-A90554B-R34-C17
8,0,SA922-A90554B-R34-C20
8,0,SA922-A90554B-R34-C21
9,0,SA922-A90554B-R34-C22
9,0,SA922-A90554B-R34-C24
8,0,SA922-A90554B-R34-C25
8,0,SA922-A90554B-R34-C26
9,0,SA922-A90554B-R34-C27
9,0,SA922-A90554B-R34-C29
9,0,SA922-A90554B-R34-C30
8,0,SA922-A90554B-R34-C32
9,0,SA922-A90554B-R34-C33
9,0,SA922-A90554B-R34-C34
9,0,SA922-A90554B-R34-C35
8,0,SA922-A90554B-R34-C36
8,0,SA922-A90554B-R34-C37
9,0,SA922-A90554B-R34-C39
9,0,SA922-A90554B-R34-C41
8,0,SA922-A90554B-R34-C42
9,0,SA922-A90554B-R34-C43
8,0,SA922-A90554B-R34-C45
9,0,SA922-A90554B-R34-C47
9,0,SA922-A90554B-R34-C48
8,0,SA922-A90554B-R34-C49
8,0,SA922-A90554B-R34-C54
8,0,SA922-A90554B-R34-C58
8,0,SA922-A90554B-R34-C60
9,0,SA922-A90554B-R34-C61
8,0,SA922-A90554B-R34-C62
9,0,SA922-A90554B-R34-C64
9,0,SA922-A90554B-R34-C66
9,0,SA922-A90554B-R34-C67
9,0,SA922-A90554B-R34-C68
8,0,SA922-A90554B-R34-C69
8,0,SA922-A90554B-R34-C70
8,0,SA922-A90554B-R35-C07
8,0,SA922-A90554B-R35-C08
8,0,SA922-A90554B-R35-C09
9,0,SA922-A90554B-R35-C10
8,0,SA922-A90554B-R35-C11
9,0,SA922-A90554B-R35-C12
9,0,SA922-A90554B-R35-C13
8,0,SA922-A90554B-R35-C14
8,0,SA922-A90554B-R35-C16
8,0,SA922-A90554B-R35-C17
8,0,SA922-A90554B-R35-C18
8,0,SA922-A90554B-R35-C19
9,0,SA922-A90554B-R35-C20
8,0,SA922-A90554B-R35-C21
8,0,SA922-A90554B-R35-C22
9,0,SA922-A90554B-R35-C24
9,0,SA922-A90554B-R35-C25
8,0,SA922-A90554B-R35-C28
8,0,SA922-A90554B-R35-C29
9,0,SA922-A90554B-R35-C32
8,0,SA922-A90554B-R35-C33
8,0,SA922-A90554B-R35-C34
8,0,SA922-A90554B-R35-C35
8,0,SA922-A90554B-R35-C36
9,0,SA922-A90554B-R35-C37
9,0,SA922-A90554B-R35-C38
9,0,SA922-A90554B-R35-C40
8,0,SA922-A90554B-R35-C45
9,0,SA922-A90554B-R35-C47
8,0,SA922-A90554B-R35-C49
9,0,SA922-A90554B-R35-C50
8,0,SA922-A90554B-R35-C52
9,0,SA922-A90554B-R35-C56
9,0,SA922-A90554B-R35-C58
9,0,SA922-A90554B-R35-C59
8,0,SA922-A90554B-R35-C60
9,0,SA922-A90554B-R35-C61
8,0,SA922-A90554B-R35-C62
8,0,SA922-A90554B-R35-C65
9,0,SA922-A90554B-R35-C66
9,0,SA922-A90554B-R35-C67
9,0,SA922-A90554B-R35-C68
8,0,SA922-A90554B-R35-C69
8,0,SA922-A90554B-R35-C70
